PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,TICKER
27959,20190225,252,-0.48%,0.0008,0.0814,-0.5188,-0.1014,0.99%,1.03%,7.14%,-0.64%,DUK
27959,20190226,252,-0.67%,0.0007,0.0725,-0.4959,-0.0971,0.99%,1.02%,6.54%,-1.03%,DUK
27959,20190227,252,0.45%,0.0007,0.0704,-0.4908,-0.0975,0.99%,1.02%,6.36%,0.53%,DUK
27959,20190228,252,0.43%,0.0008,0.058,-0.4997,-0.1079,0.98%,1.01%,6.50%,0.42%,DUK
27959,20190301,252,-0.15%,0.0009,0.0481,-0.514,-0.1221,0.97%,1.01%,6.76%,-0.09%,DUK
27959,20190304,252,0.39%,0.0008,0.0515,-0.5272,-0.1228,0.97%,1.01%,7.01%,0.24%,DUK
27959,20190305,252,-0.39%,0.0008,0.0523,-0.5253,-0.1199,0.97%,1.01%,6.88%,-0.59%,DUK
27959,20190306,252,0.04%,0.0007,0.0412,-0.5003,-0.1292,0.96%,0.99%,6.47%,-0.58%,DUK
27959,20190307,252,0.01%,0.0007,0.0461,-0.478,-0.117,0.95%,0.98%,6.05%,-0.02%,DUK
27959,20190308,252,0.69%,0.0008,0.0449,-0.4715,-0.1192,0.95%,0.98%,5.85%,0.69%,DUK
27959,20190311,252,0.18%,0.0008,0.0453,-0.4654,-0.1159,0.95%,0.98%,5.70%,0.20%,DUK
27959,20190312,252,0.17%,0.0008,0.0458,-0.4652,-0.1153,0.95%,0.98%,5.70%,0.01%,DUK
27959,20190313,252,0.06%,0.0007,0.0453,-0.4696,-0.117,0.95%,0.98%,5.79%,-0.12%,DUK
27959,20190314,252,-0.22%,0.0007,0.0448,-0.4672,-0.1182,0.95%,0.98%,5.74%,-0.37%,DUK
27959,20190315,252,0.32%,0.0007,0.0476,-0.4685,-0.113,0.95%,0.98%,5.81%,0.13%,DUK
27959,20190318,252,-0.65%,0.0007,0.0453,-0.4745,-0.1174,0.95%,0.98%,5.91%,-0.57%,DUK
27959,20190319,252,-1.04%,0.0006,0.0478,-0.4715,-0.1051,0.95%,0.98%,5.86%,-1.34%,DUK
27959,20190320,252,0.29%,0.0006,0.0448,-0.4683,-0.1054,0.95%,0.98%,5.73%,0.21%,DUK
27959,20190321,252,0.59%,0.0007,0.0448,-0.4704,-0.1147,0.95%,0.98%,5.80%,0.54%,DUK
27959,20190322,252,0.88%,0.0007,0.043,-0.4751,-0.1172,0.95%,0.98%,5.97%,0.25%,DUK
27959,20190325,252,0.08%,0.0007,0.0458,-0.4738,-0.1144,0.95%,0.98%,5.95%,0.35%,DUK
27959,20190326,252,0.84%,0.0008,0.0374,-0.4652,-0.1156,0.95%,0.98%,5.71%,0.93%,DUK
27959,20190327,252,-1.15%,0.0007,0.0317,-0.4645,-0.126,0.95%,0.98%,5.59%,-1.03%,DUK
27959,20190328,252,-1.22%,0.0006,0.041,-0.469,-0.1273,0.95%,0.98%,5.79%,-1.07%,DUK
27959,20190329,252,0.69%,0.0006,0.0407,-0.4743,-0.1358,0.95%,0.98%,5.95%,0.44%,DUK
27959,20190401,252,-0.80%,0.0005,0.0337,-0.4748,-0.1504,0.95%,0.98%,5.92%,-0.88%,DUK
27959,20190402,252,-0.17%,0.0006,0.0295,-0.4737,-0.1496,0.95%,0.98%,5.86%,-0.30%,DUK
27959,20190403,252,-0.31%,0.0005,0.0288,-0.4745,-0.1494,0.95%,0.98%,5.87%,-0.30%,DUK
27959,20190404,252,0.56%,0.0005,0.029,-0.4715,-0.1398,0.95%,0.98%,5.79%,0.78%,DUK
27959,20190405,252,1.32%,0.0006,0.0263,-0.4618,-0.1453,0.95%,0.98%,5.58%,1.53%,DUK
27959,20190408,252,-0.46%,0.0005,0.0214,-0.4564,-0.1483,0.95%,0.98%,5.43%,-0.60%,DUK
27959,20190409,252,0.16%,0.0005,0.022,-0.454,-0.1463,0.95%,0.98%,5.39%,-0.12%,DUK
27959,20190410,252,-0.34%,0.0006,0.032,-0.4474,-0.1386,0.95%,0.98%,5.37%,0.05%,DUK
27959,20190411,252,0.36%,0.0006,0.0313,-0.4444,-0.1381,0.95%,0.98%,5.24%,0.25%,DUK
27959,20190412,252,0.21%,0.0007,0.0382,-0.4481,-0.1313,0.95%,0.97%,5.39%,0.04%,DUK
27959,20190415,252,-0.01%,0.0006,0.0406,-0.4468,-0.1269,0.95%,0.97%,5.38%,-0.19%,DUK
27959,20190416,252,-1.49%,0.0005,0.0296,-0.4563,-0.1474,0.94%,0.97%,5.61%,-1.37%,DUK
27959,20190417,252,-0.03%,0.0005,0.0284,-0.4532,-0.1442,0.94%,0.97%,5.54%,-0.24%,DUK
27959,20190418,252,0.09%,0.0005,0.0288,-0.4514,-0.1427,0.94%,0.97%,5.50%,-0.10%,DUK
27959,20190422,252,-0.46%,0.0004,0.0294,-0.444,-0.1387,0.95%,0.97%,5.34%,-0.75%,DUK
27959,20190423,252,0.32%,0.0005,0.0286,-0.4356,-0.1332,0.94%,0.97%,5.17%,0.52%,DUK
27959,20190424,252,0.75%,0.0005,0.0272,-0.4319,-0.1343,0.94%,0.97%,5.08%,0.86%,DUK
27959,20190425,252,0.86%,0.0005,0.029,-0.4457,-0.1439,0.94%,0.97%,5.40%,0.51%,DUK
27959,20190426,252,-0.14%,0.0005,0.0284,-0.4428,-0.1443,0.94%,0.97%,5.35%,0.04%,DUK
27959,20190429,252,-0.82%,0.0004,0.0244,-0.4386,-0.1443,0.94%,0.97%,5.22%,-0.70%,DUK
27959,20190430,252,1.72%,0.0004,0.0254,-0.4493,-0.1426,0.95%,0.97%,5.44%,1.45%,DUK
27959,20190501,252,-0.78%,0.0004,0.0273,-0.4478,-0.1413,0.95%,0.97%,5.39%,-0.82%,DUK
27959,20190502,252,-0.66%,0.0004,0.0281,-0.4506,-0.1425,0.95%,0.97%,5.47%,-0.51%,DUK
27959,20190503,252,0.39%,0.0004,0.0346,-0.455,-0.1389,0.95%,0.97%,5.51%,0.73%,DUK
27959,20190506,252,-0.75%,0.0004,0.0358,-0.4646,-0.1395,0.95%,0.98%,5.73%,-0.53%,DUK
27959,20190507,252,-0.25%,0.0004,0.0376,-0.4642,-0.1397,0.95%,0.98%,5.73%,-0.25%,DUK
27959,20190508,252,-1.64%,0.0003,0.0415,-0.4572,-0.1323,0.95%,0.98%,5.50%,-1.74%,DUK
27959,20190509,252,-1.10%,0.0004,0.0442,-0.4429,-0.1233,0.95%,0.98%,5.22%,-1.05%,DUK
27959,20190510,252,1.34%,0.0004,0.0494,-0.4495,-0.1185,0.95%,0.98%,5.36%,1.16%,DUK
27959,20190513,252,0.07%,0.0004,0.0494,-0.4458,-0.1179,0.95%,0.98%,5.27%,-0.09%,DUK
27959,20190514,252,-1.18%,0.0004,0.0446,-0.4524,-0.124,0.95%,0.98%,5.38%,-1.06%,DUK
27959,20190515,252,-0.25%,0.0004,0.0449,-0.4526,-0.1195,0.95%,0.98%,5.37%,-0.39%,DUK
27959,20190516,252,0.44%,0.0004,0.044,-0.4424,-0.1137,0.95%,0.98%,5.11%,0.18%,DUK
27959,20190517,252,1.11%,0.0005,0.0436,-0.44,-0.1121,0.95%,0.98%,5.06%,0.82%,DUK
27959,20190520,252,-0.28%,0.0005,0.0442,-0.4246,-0.1071,0.95%,0.97%,4.68%,-0.26%,DUK
27959,20190521,252,0.14%,0.0006,0.0435,-0.4208,-0.109,0.95%,0.97%,4.59%,0.23%,DUK
27959,20190522,252,0.84%,0.0006,0.0433,-0.4261,-0.1119,0.95%,0.97%,4.72%,0.57%,DUK
27959,20190523,252,1.24%,0.0006,0.0368,-0.4335,-0.1214,0.95%,0.98%,4.85%,0.97%,DUK
27959,20190524,252,-0.10%,0.0006,0.0377,-0.4317,-0.1141,0.95%,0.97%,4.85%,0.13%,DUK
27959,20190528,252,-1.90%,0.0005,0.0514,-0.4453,-0.0944,0.95%,0.98%,5.12%,-1.84%,DUK
27959,20190529,252,-1.50%,0.0004,0.0548,-0.4436,-0.0986,0.96%,0.98%,5.05%,-1.55%,DUK
27959,20190530,252,-0.33%,0.0003,0.0708,-0.4723,-0.0759,0.95%,0.98%,5.65%,-0.55%,DUK
27959,20190531,252,0.09%,0.0003,0.0672,-0.4731,-0.0804,0.95%,0.98%,5.65%,0.08%,DUK
27959,20190603,252,0.48%,0.0003,0.0708,-0.4639,-0.062,0.96%,0.98%,5.49%,0.80%,DUK
27959,20190604,252,-0.14%,0.0004,0.0776,-0.472,-0.0602,0.95%,0.98%,5.77%,-0.13%,DUK
27959,20190605,252,1.54%,0.0004,0.08,-0.4875,-0.0736,0.95%,0.98%,6.27%,0.94%,DUK
27959,20190606,252,0.56%,0.0005,0.0791,-0.4802,-0.0745,0.95%,0.98%,6.15%,0.00%,DUK
27959,20190607,252,-0.76%,0.0005,0.0909,-0.4892,-0.0515,0.94%,0.97%,6.56%,-0.94%,DUK
27959,20190610,252,-0.86%,0.0005,0.087,-0.4883,-0.058,0.94%,0.97%,6.49%,-0.95%,DUK
27959,20190611,252,-0.75%,0.0004,0.0858,-0.4866,-0.0655,0.94%,0.97%,6.43%,-0.84%,DUK
27959,20190612,252,1.18%,0.0006,0.08,-0.476,-0.0798,0.94%,0.97%,6.18%,1.32%,DUK
27959,20190613,252,0.14%,0.0005,0.0812,-0.4735,-0.0756,0.94%,0.97%,6.16%,0.41%,DUK
27959,20190614,252,1.27%,0.0006,0.081,-0.4814,-0.0747,0.94%,0.97%,6.35%,0.95%,DUK
27959,20190617,252,0.09%,0.0005,0.0837,-0.4847,-0.0611,0.94%,0.97%,6.53%,0.29%,DUK
27959,20190618,252,-0.81%,0.0005,0.0799,-0.4886,-0.0653,0.94%,0.97%,6.61%,-0.81%,DUK
27959,20190619,252,0.47%,0.0005,0.0802,-0.4943,-0.0692,0.94%,0.97%,6.69%,0.45%,DUK
27959,20190620,252,1.06%,0.0004,0.089,-0.5185,-0.0681,0.93%,0.96%,7.42%,0.79%,DUK
27959,20190621,252,1.07%,0.0004,0.0899,-0.5344,-0.0664,0.93%,0.97%,7.80%,0.83%,DUK
27959,20190624,252,0.42%,0.0003,0.0912,-0.5291,-0.0669,0.93%,0.96%,7.74%,-0.02%,DUK
27959,20190625,252,0.23%,0.0003,0.0884,-0.5258,-0.0675,0.93%,0.96%,7.68%,0.55%,DUK
27959,20190626,252,-2.37%,0.0002,0.0969,-0.5185,-0.0785,0.93%,0.97%,7.55%,-2.40%,DUK
27959,20190627,252,0.65%,0.0002,0.0982,-0.4891,-0.0721,0.93%,0.97%,6.94%,1.30%,DUK
27959,20190628,252,-0.35%,0.0002,0.0994,-0.4836,-0.0729,0.93%,0.97%,6.84%,-0.07%,DUK
27959,20190701,252,-0.26%,0.0002,0.0978,-0.4801,-0.0751,0.93%,0.97%,6.77%,-0.62%,DUK
27959,20190702,252,1.28%,0.0002,0.097,-0.4916,-0.084,0.93%,0.97%,7.12%,0.81%,DUK
27959,20190703,252,1.08%,0.0002,0.0993,-0.4992,-0.0842,0.93%,0.97%,7.33%,0.94%,DUK
27959,20190705,252,-0.47%,0.0002,0.1001,-0.5079,-0.0886,0.93%,0.97%,7.49%,-0.31%,DUK
27959,20190708,252,-0.02%,0.0001,0.0982,-0.5132,-0.087,0.93%,0.97%,7.62%,-0.19%,DUK
27959,20190709,252,-0.29%,0.0001,0.0946,-0.5124,-0.0846,0.93%,0.97%,7.59%,-0.44%,DUK
27959,20190710,252,0.26%,0.0003,0.1246,-0.5301,-0.0358,0.90%,0.94%,8.86%,0.10%,DUK
27959,20190711,252,-0.20%,0.0002,0.1223,-0.5149,-0.0344,0.90%,0.94%,8.42%,-0.66%,DUK
27959,20190712,252,-0.84%,0.0001,0.1248,-0.5194,-0.033,0.89%,0.94%,8.59%,-0.80%,DUK
27959,20190715,252,0.77%,0.0002,0.1235,-0.5242,-0.0412,0.89%,0.94%,8.69%,0.53%,DUK
27959,20190716,252,-0.39%,0.0001,0.1238,-0.5255,-0.0415,0.89%,0.94%,8.76%,-0.18%,DUK
27959,20190717,252,0.12%,0.0002,0.124,-0.5273,-0.0404,0.89%,0.94%,8.76%,0.09%,DUK
27959,20190718,252,0.73%,0.0002,0.125,-0.529,-0.0409,0.89%,0.94%,8.83%,0.51%,DUK
27959,20190719,252,-1.49%,0.0001,0.1271,-0.5377,-0.0497,0.90%,0.94%,9.07%,-1.32%,DUK
27959,20190722,252,-0.34%,0,0.1329,-0.5575,-0.0428,0.89%,0.94%,9.62%,-0.64%,DUK
27959,20190723,252,-0.53%,0,0.1288,-0.5576,-0.05,0.89%,0.94%,9.59%,-0.71%,DUK
27959,20190724,252,-0.57%,0.0001,0.1304,-0.5631,-0.0462,0.89%,0.94%,9.87%,-0.20%,DUK
27959,20190725,252,-0.79%,0.0001,0.1373,-0.5702,-0.0376,0.89%,0.94%,9.93%,-1.12%,DUK
27959,20190726,252,0.49%,0.0001,0.139,-0.5673,-0.0374,0.89%,0.94%,9.82%,0.58%,DUK
27959,20190729,252,1.01%,0,0.1375,-0.5918,-0.0553,0.89%,0.94%,10.53%,0.85%,DUK
27959,20190730,252,-0.06%,0.0001,0.138,-0.5863,-0.0397,0.89%,0.94%,10.49%,0.78%,DUK
27959,20190731,252,-1.16%,0.0001,0.1424,-0.5911,-0.0368,0.89%,0.94%,10.68%,-0.92%,DUK
27959,20190801,252,0.90%,0,0.1387,-0.613,-0.0395,0.89%,0.94%,11.28%,0.69%,DUK
27959,20190802,252,0.71%,0.0001,0.1356,-0.6133,-0.0416,0.89%,0.94%,11.25%,0.63%,DUK
27959,20190805,252,-1.32%,0.0001,0.1493,-0.6152,-0.038,0.89%,0.94%,11.58%,-0.93%,DUK
27959,20190806,252,2.25%,0.0001,0.1553,-0.6191,-0.047,0.89%,0.95%,11.62%,1.77%,DUK
27959,20190807,252,-0.09%,0.0001,0.156,-0.6174,-0.0468,0.89%,0.95%,11.59%,-0.10%,DUK
27959,20190808,252,0.53%,0.0001,0.1583,-0.6175,-0.0464,0.89%,0.95%,11.67%,0.26%,DUK
27959,20190809,252,0.49%,0.0002,0.1575,-0.6196,-0.0459,0.89%,0.95%,11.72%,0.36%,DUK
27959,20190812,252,-0.28%,0.0002,0.1583,-0.6237,-0.0438,0.89%,0.95%,11.90%,0.08%,DUK
27959,20190813,252,0.36%,0.0001,0.1597,-0.6271,-0.0427,0.89%,0.95%,12.01%,-0.01%,DUK
27959,20190814,252,-1.12%,0.0001,0.1677,-0.6316,-0.0358,0.89%,0.95%,12.42%,-0.55%,DUK
27959,20190815,252,1.59%,0.0001,0.1668,-0.6445,-0.0442,0.89%,0.96%,12.80%,1.15%,DUK
27959,20190816,252,0.55%,0.0001,0.1733,-0.6358,-0.0348,0.90%,0.96%,12.66%,0.66%,DUK
27959,20190819,252,1.00%,0.0001,0.1739,-0.6346,-0.035,0.89%,0.96%,12.64%,0.80%,DUK
27959,20190820,252,0.56%,0.0002,0.1692,-0.6306,-0.0413,0.90%,0.96%,12.47%,0.85%,DUK
27959,20190821,252,0.07%,0.0002,0.1696,-0.6291,-0.0397,0.90%,0.96%,12.45%,-0.07%,DUK
27959,20190822,252,0.09%,0.0002,0.1693,-0.6249,-0.0405,0.90%,0.96%,12.24%,-0.23%,DUK
27959,20190823,252,-0.64%,0.0002,0.1748,-0.62,-0.037,0.90%,0.96%,12.20%,-0.55%,DUK
27959,20190826,252,0.67%,0.0002,0.1766,-0.6205,-0.0364,0.90%,0.96%,12.26%,0.46%,DUK
27959,20190827,252,0.88%,0.0002,0.1753,-0.6249,-0.0373,0.90%,0.96%,12.43%,0.38%,DUK
27959,20190828,252,0.16%,0.0003,0.1823,-0.6395,-0.0343,0.89%,0.95%,13.05%,0.36%,DUK
27959,20190829,252,0.50%,0.0003,0.1847,-0.6381,-0.0318,0.89%,0.95%,13.06%,0.46%,DUK
27959,20190830,252,-0.02%,0.0003,0.184,-0.6364,-0.0315,0.89%,0.95%,13.01%,-0.27%,DUK
27959,20190903,252,1.00%,0.0002,0.1858,-0.6485,-0.0281,0.89%,0.96%,13.44%,0.55%,DUK
27959,20190904,252,0.32%,0.0002,0.1858,-0.6497,-0.028,0.89%,0.96%,13.46%,-0.03%,DUK
27959,20190905,252,-0.60%,0.0002,0.1818,-0.6533,-0.0349,0.89%,0.96%,13.46%,-0.59%,DUK
27959,20190906,252,0.37%,0.0001,0.1817,-0.6525,-0.0496,0.88%,0.95%,13.82%,0.13%,DUK
27959,20190909,252,-0.04%,0.0001,0.1847,-0.6446,-0.0322,0.88%,0.95%,13.69%,0.57%,DUK
27959,20190910,252,0.23%,0.0002,0.1841,-0.6269,-0.0244,0.88%,0.94%,13.32%,0.90%,DUK
27959,20190911,252,0.59%,0.0003,0.1852,-0.6026,-0.0232,0.88%,0.94%,12.76%,1.25%,DUK
27959,20190912,252,0.50%,0.0004,0.1874,-0.6091,-0.0252,0.88%,0.94%,13.14%,0.27%,DUK
27959,20190913,252,-1.12%,0.0003,0.1857,-0.61,-0.0349,0.88%,0.94%,13.14%,-1.10%,DUK
27959,20190916,252,-0.83%,0.0003,0.1843,-0.6065,-0.0324,0.88%,0.94%,13.18%,-0.22%,DUK
27959,20190917,252,0.81%,0.0003,0.1842,-0.6073,-0.0348,0.88%,0.94%,13.28%,0.36%,DUK
27959,20190918,252,0.42%,0.0003,0.1843,-0.6051,-0.0371,0.88%,0.94%,13.31%,-0.03%,DUK
27959,20190919,252,0.24%,0.0003,0.1847,-0.6046,-0.0379,0.88%,0.94%,13.34%,-0.03%,DUK
27959,20190920,252,0.83%,0.0005,0.1924,-0.623,-0.0037,0.86%,0.93%,14.19%,1.10%,DUK
27959,20190923,252,0.14%,0.0004,0.1911,-0.6255,-0.0034,0.86%,0.93%,14.25%,0.02%,DUK
27959,20190924,252,0.92%,0.0005,0.1905,-0.6372,-0.0002,0.86%,0.93%,14.67%,0.64%,DUK
27959,20190925,252,-0.29%,0.0005,0.189,-0.6378,-0.0039,0.86%,0.93%,14.68%,-0.20%,DUK
27959,20190926,252,0.21%,0.0005,0.1876,-0.6284,-0.0075,0.86%,0.93%,14.49%,-0.34%,DUK
27959,20190927,252,0.06%,0.0006,0.1851,-0.6323,-0.0155,0.85%,0.92%,14.69%,-0.05%,DUK
27959,20190930,252,-0.42%,0.0005,0.1839,-0.6283,-0.0097,0.85%,0.92%,14.50%,-0.62%,DUK
27959,20191001,252,0.34%,0.0005,0.1848,-0.6403,-0.0083,0.85%,0.92%,15.03%,0.28%,DUK
27959,20191002,252,-1.54%,0.0005,0.1981,-0.6919,0.0044,0.84%,0.92%,17.09%,-0.67%,DUK
27959,20191003,252,0.41%,0.0005,0.1974,-0.6866,0.0016,0.84%,0.92%,16.81%,0.11%,DUK
27959,20191004,252,2.18%,0.0006,0.2066,-0.6866,0.0101,0.84%,0.93%,16.93%,1.55%,DUK
27959,20191007,252,-0.26%,0.0005,0.2064,-0.6822,0.0054,0.84%,0.92%,16.75%,-0.07%,DUK
27959,20191008,252,-0.86%,0.0005,0.2121,-0.6758,0.0022,0.84%,0.92%,16.96%,-0.63%,DUK
27959,20191009,252,-0.06%,0.0004,0.2078,-0.6662,-0.0065,0.84%,0.92%,16.68%,-0.62%,DUK
27959,20191010,252,0.27%,0.0004,0.2073,-0.6654,-0.007,0.84%,0.92%,16.68%,-0.12%,DUK
27959,20191011,252,-0.33%,0.0004,0.2104,-0.6712,-0.0104,0.84%,0.92%,16.66%,-0.27%,DUK
27959,20191014,252,-0.88%,0.0004,0.1931,-0.6469,-0.0318,0.83%,0.91%,15.52%,-1.07%,DUK
27959,20191015,252,-0.14%,0.0004,0.196,-0.6615,-0.0451,0.83%,0.91%,15.96%,-0.18%,DUK
27959,20191016,252,0.14%,0.0004,0.1979,-0.6719,-0.048,0.83%,0.91%,16.22%,0.45%,DUK
27959,20191017,252,0.04%,0.0004,0.1931,-0.6729,-0.0393,0.83%,0.91%,16.18%,0.49%,DUK
27959,20191018,252,0.19%,0.0004,0.1941,-0.6799,-0.0369,0.83%,0.91%,16.38%,0.06%,DUK
27959,20191021,252,-0.02%,0.0004,0.1961,-0.6775,-0.0384,0.83%,0.91%,16.40%,-0.03%,DUK
27959,20191022,252,-0.01%,0.0004,0.1932,-0.6565,-0.0453,0.83%,0.90%,15.60%,0.23%,DUK
27959,20191023,252,0.89%,0.0004,0.1951,-0.6589,-0.0407,0.83%,0.90%,15.59%,0.79%,DUK
27959,20191024,252,-0.10%,0.0004,0.1938,-0.6575,-0.0396,0.83%,0.90%,15.52%,-0.37%,DUK
27959,20191025,252,-0.67%,0.0002,0.2248,-0.6336,-0.0515,0.80%,0.88%,16.72%,-0.58%,DUK
27959,20191028,252,-1.39%,0.0002,0.2322,-0.6332,-0.0538,0.80%,0.88%,17.06%,-1.39%,DUK
27959,20191029,252,-0.61%,0.0003,0.2218,-0.6177,-0.055,0.80%,0.87%,16.15%,-0.37%,DUK
27959,20191030,252,0.51%,0.0002,0.2214,-0.6091,-0.0885,0.79%,0.87%,16.80%,0.14%,DUK
27959,20191031,252,0.27%,0.0002,0.2193,-0.6106,-0.0901,0.79%,0.86%,16.79%,0.15%,DUK
27959,20191101,252,0.13%,0.0003,0.2314,-0.6364,-0.0992,0.78%,0.86%,18.44%,0.23%,DUK
27959,20191104,252,-0.78%,0.0003,0.229,-0.6183,-0.1192,0.78%,0.86%,18.14%,-0.71%,DUK
27959,20191105,252,-0.52%,0.0002,0.2345,-0.6462,-0.1304,0.77%,0.86%,19.52%,-0.31%,DUK
27959,20191106,252,0.23%,0.0001,0.2299,-0.6308,-0.1433,0.77%,0.85%,19.18%,-0.20%,DUK
27959,20191107,252,-0.84%,0.0001,0.2257,-0.626,-0.1508,0.77%,0.85%,18.98%,-0.92%,DUK
27959,20191108,252,-2.84%,0,0.2283,-0.6361,-0.1435,0.79%,0.87%,18.09%,-2.92%,DUK
27959,20191111,252,-2.61%,-0.0001,0.2316,-0.6407,-0.136,0.81%,0.89%,17.58%,-2.62%,DUK
27959,20191112,252,-0.01%,-0.0002,0.2341,-0.6246,-0.1414,0.80%,0.88%,17.48%,-0.15%,DUK
27959,20191113,252,1.07%,-0.0002,0.2413,-0.6307,-0.1544,0.80%,0.88%,18.09%,0.81%,DUK
27959,20191114,252,0.75%,-0.0002,0.2414,-0.6306,-0.1565,0.80%,0.89%,18.12%,0.61%,DUK
27959,20191115,252,0.37%,-0.0002,0.2425,-0.6316,-0.1555,0.80%,0.89%,18.20%,0.00%,DUK
27959,20191118,252,0.08%,-0.0002,0.2404,-0.634,-0.1523,0.80%,0.88%,18.17%,-0.24%,DUK
27959,20191119,252,-1.83%,-0.0003,0.2452,-0.6544,-0.1353,0.81%,0.89%,18.38%,-1.62%,DUK
27959,20191120,252,0.11%,-0.0004,0.2498,-0.6374,-0.1736,0.80%,0.89%,19.07%,0.13%,DUK
27959,20191121,252,-0.54%,-0.0005,0.2645,-0.6462,-0.1614,0.80%,0.89%,19.71%,-0.70%,DUK
27959,20191122,252,0.55%,-0.0004,0.2634,-0.6118,-0.1677,0.79%,0.88%,19.14%,0.56%,DUK
27959,20191125,252,0.53%,-0.0004,0.2687,-0.6041,-0.1651,0.79%,0.88%,19.07%,1.01%,DUK
27959,20191126,252,0.68%,-0.0003,0.2731,-0.6112,-0.1688,0.79%,0.88%,19.25%,0.52%,DUK
27959,20191127,252,0.41%,-0.0003,0.2723,-0.6022,-0.1709,0.79%,0.88%,18.90%,0.41%,DUK
27959,20191129,252,-0.44%,-0.0003,0.2802,-0.5989,-0.1776,0.79%,0.88%,19.26%,-0.42%,DUK
27959,20191202,252,-1.00%,-0.0003,0.2825,-0.5969,-0.1817,0.79%,0.88%,19.38%,-0.81%,DUK
27959,20191203,252,0.65%,-0.0003,0.2736,-0.5769,-0.1916,0.79%,0.88%,18.68%,1.04%,DUK
27959,20191204,252,1.24%,-0.0003,0.274,-0.5747,-0.1823,0.79%,0.88%,18.24%,1.18%,DUK
27959,20191205,252,0.38%,-0.0003,0.2878,-0.5691,-0.1759,0.79%,0.88%,18.57%,0.29%,DUK
27959,20191206,252,0.53%,-0.0003,0.289,-0.5666,-0.1765,0.79%,0.88%,18.57%,0.47%,DUK
27959,20191209,252,-0.53%,-0.0004,0.3027,-0.5778,-0.1907,0.79%,0.88%,19.49%,-0.22%,DUK
27959,20191210,252,-0.26%,-0.0004,0.3031,-0.5782,-0.1877,0.79%,0.88%,19.40%,-0.09%,DUK
27959,20191211,252,-0.06%,-0.0004,0.3032,-0.5781,-0.1868,0.79%,0.88%,19.39%,-0.17%,DUK
27959,20191212,252,0.63%,-0.0003,0.3081,-0.5694,-0.1815,0.78%,0.87%,19.42%,0.50%,DUK
27959,20191213,252,0.60%,-0.0003,0.3066,-0.5529,-0.1839,0.78%,0.87%,18.87%,0.33%,DUK
27959,20191216,252,0.43%,-0.0003,0.3119,-0.5544,-0.1856,0.78%,0.87%,19.02%,0.23%,DUK
27959,20191217,252,0.07%,-0.0002,0.2913,-0.5554,-0.16,0.77%,0.85%,17.83%,0.39%,DUK
27959,20191218,252,0.07%,-0.0002,0.2903,-0.5537,-0.1636,0.77%,0.85%,17.87%,0.19%,DUK
27959,20191219,252,-0.73%,-0.0002,0.2867,-0.5563,-0.1598,0.77%,0.85%,17.61%,-0.94%,DUK
27959,20191220,252,0.74%,-0.0002,0.2984,-0.5544,-0.1751,0.77%,0.85%,18.57%,0.39%,DUK
27959,20191223,252,-0.52%,-0.0003,0.2984,-0.5569,-0.1731,0.77%,0.85%,18.44%,-0.49%,DUK
27959,20191224,252,0.09%,-0.0001,0.2415,-0.4692,-0.2058,0.74%,0.80%,15.18%,0.28%,DUK
27959,20191226,252,0.18%,-0.0001,0.2366,-0.4651,-0.2055,0.74%,0.80%,13.91%,-0.20%,DUK
27959,20191227,252,0.64%,-0.0001,0.2347,-0.4643,-0.2056,0.74%,0.80%,13.72%,0.40%,DUK
27959,20191230,252,-0.20%,-0.0001,0.236,-0.4729,-0.2056,0.74%,0.80%,13.95%,0.13%,DUK
27959,20191231,252,0.46%,-0.0001,0.2373,-0.4737,-0.2052,0.74%,0.80%,13.94%,0.41%,DUK
